gene_id	F1_FPKM	F2_FPKM	F3_FPKM	M1_FPKM	M2_FPKM	M3_FPKM	female_fpkm_mean	male_fpkm_mean	log2FoldChange	pvalue	padj	female_sq	male_sq	SPM	diff_exp	category
Dcitr00g03920.1	2.59	2.56	2.5	2.47	3.33	2.27	2.59	2.47	0.08818047	0.7682955	0.9051083	6.7081	6.1009	0.523702084471856	no	unbiased
Dcitr00g03940.1	0.4	0	0.82	17.96	21.16	12.35	0.4	17.96	5.489178	3.091697e-09	4.519558e-08	0.16	322.5616	0.000495783362501921	yes	male_biased
Dcitr00g03950.1	0	0.49	0	16.03	18.45	13.9	0	16.03	6.475563	3.144215e-13	7.518854e-12	0	256.9609	0	yes	male_limited
Dcitr00g03990.1	5.13	5.58	7.92	6.09	7.79	4.07	5.13	6.09	-0.0581725	0.8662131	0.9453544	26.3169	37.0881	0.415060326472676	no	unbiased
Dcitr00g04010.1	20.33	23.08	21.32	25.72	28.68	28.33	20.33	25.72	0.363882	0.05980518	0.2047	413.3089	661.5184	0.384535171371252	no	unbiased
Dcitr00g04030.1	5.5	5.16	3.87	12.01	12.9	14.59	5.5	12.01	1.456701	7.051146e-07	8.013898e-06	30.25	144.2401	0.173362270982709	no	unbiased
Dcitr00g04050.1	25.43	17.61	24.33	17.68	19.35	21.97	25.43	17.68	-0.1736163	0.4288604	0.6970386	646.6849	312.5824	0.674144631011606	no	unbiased
Dcitr00g04070.1	12.92	17.08	7.55	19.99	22.84	24.32	12.92	19.99	0.8395615	0.006650858	0.03626705	166.9264	399.6001	0.294648882267643	no	unbiased
Dcitr00g04090.1	1.23	1.85	2.32	1.97	1.99	1.78	1.23	1.97	0.06909683	0.8739	0.9490665	1.5129	3.8809	0.280488709258779	no	unbiased
Dcitr00g04100.1	395.44	419.17	356.42	282.93	285.3	328.77	395.44	282.93	-0.375241193832848	0.00418095544711623	0.0243157629119773	156372.7936	80049.3849	0.661413385969625	no	unbiased
Dcitr00g04110.1	5.09	7.92	1.16	5.57	2.44	3.15	5.09	5.57	-0.467225881538568	0.515401646488073	0.762868197324207	25.9081	31.0249	0.455062968752744	no	unbiased
Dcitr00g04120.1	11.34	8.18	12.69	10.85	10.44	11.64	11.34	10.85	0.04681534	0.8830966	0.953136	128.5956	117.7225	0.522071256639281	no	unbiased
Dcitr00g04130.1	13.76	11.34	10.26	10.91	7.3	9.41	13.76	10.91	-0.35110902392922	0.184563176312127	0.431946743580956	189.3376	119.0281	0.614003438125576	no	unbiased
Dcitr00g04140.1	14.73	8.36	11.59	32.78	20.07	20.9	14.73	32.78	1.087209	0.0001798446	0.001460766	216.9729	1074.5284	0.168000527757889	no	unbiased
Dcitr00g04160.1	5.71	1.95	4.74	9.46	6.52	11.29	5.71	9.46	1.169274	0.06307313	0.2128911	32.6041	89.4916	0.267037250288094	no	unbiased
Dcitr00g04180.1	0.09	0	0	15.13	12.89	10.72	0.09	15.13	8.764397	3.268789e-13	7.801718e-12	0.0081	228.9169	3.53827672818609e-05	yes	male_biased
Dcitr00g04200.1	94.78	89.85	106.61	105.6	104.51	104.47	94.78	105.6	0.1179934	0.3662512	0.6423888	8983.2484	11151.36	0.446159578648672	no	unbiased
Dcitr00g04210.1	2.72	2.79	2.8	1.62	3.09	1.6	2.72	1.62	-0.404563222229887	0.409742800800266	0.679542127213941	7.3984	2.6244	0.738157002035359	no	unbiased
Dcitr00g04220.1	11.99	8.71	11.18	11.89	7.34	9	11.99	11.89	-0.1733434	0.5847807	0.8081603	143.7601	141.3721	0.504187531257431	no	unbiased
Dcitr00g04320.1	45.41	35.27	33.83	31.82	27.98	25.08	45.41	31.82	-0.425081328005704	0.0394650647627784	0.150476472740658	2062.0681	1012.5124	0.67068274842698	no	unbiased
Dcitr00g04330.1	1.81	0	0	0	6.01	6.75	1.81	0	2.887674	0.3658516	0.6419602	3.2761	0	1	no	unbiased
Dcitr00g04350.1	0	0.53	0	48.02	57.31	44.23	0	48.02	7.994475	2.385625e-14	6.594208e-13	0	2305.9204	0	yes	male_limited
Dcitr00g04360.1	1.28	1.48	3.93	3.01	1.5	1.46	1.28	3.01	-0.1676347	0.7930424	0.9176253	1.6384	9.0601	0.153142963966911	no	unbiased
Dcitr00g04480.1	2.01	1.58	1.49	0.62	0.19	0.72	2.01	0.62	-1.68952288546812	0.00503919375031962	0.0287282653354234	4.0401	0.3844	0.913120126567974	yes	female_biased
Dcitr00g04490.1	462.99	484.98	394.96	401.29	349.19	364.92	462.99	401.29	-0.2609493	0.05188649	0.1842	214359.7401	161033.6641	0.571026921894969	no	unbiased
Dcitr00g04500.1	50.53	57.57	35.41	27.61	30.5	32.35	50.53	27.61	-0.654455235913184	0.00237785383653039	0.0149577009453516	2553.2809	762.3121	0.770082727282872	no	unbiased
Dcitr00g04520.1	17.34	13.74	13.6	14.84	8.31	9.18	17.34	14.84	-0.462942285017641	0.034506048241975	0.135997003725358	300.6756	220.2256	0.577221937672634	no	unbiased
Dcitr00g04550.1	7.61	6.11	4.95	7.69	8.13	10.86	7.61	7.69	0.5333048	0.1248279	0.3374512	57.9121	59.1361	0.494771384779945	no	unbiased
Dcitr00g04560.1	76.88	77.06	53.24	79.96	60.83	70.39	76.88	79.96	0.03362235	0.8642641	0.9447855	5910.5344	6393.6016	0.480369722831412	no	unbiased
Dcitr00g04570.1	12.34	14.04	13.48	32.04	37.6	35.1	12.34	32.04	1.4006	2.214242e-12	4.665698e-11	152.2756	1026.5616	0.129174410173008	no	unbiased
Dcitr00g04580.1	127.18	177.96	133.24	163.45	131.44	162	127.18	163.45	0.06429997	0.71382	0.8807768	16174.7524	26715.9025	0.377116004353666	no	unbiased
Dcitr00g04590.1	10.9	10.56	7.22	9.61	11.44	9.23	10.9	9.61	0.08547055	0.7776882	0.9105534	118.81	92.3521	0.562648316151431	no	unbiased
Dcitr00g04600.1	23.47	24.23	17.15	34.02	21.12	15.38	23.47	34.02	0.1072598	0.825002	0.9302352	550.8409	1157.3604	0.322468376531501	no	unbiased
Dcitr00g04610.1	1.24	1.05	2.33	30.71	31.68	31.47	1.24	30.71	4.378768	3.331029e-31	4.543011e-29	1.5376	943.1041	0.00162770709783403	yes	male_biased
Dcitr00g04620.1	8.26	19.02	16.58	10.7	11.04	10.31	8.26	10.7	-0.457182636428128	0.286797435168532	0.562049906673519	68.2276	114.49	0.373404641917363	no	unbiased
Dcitr00g04630.1	18.29	14.28	14.64	15.84	12.7	13.06	18.29	15.84	-0.1760863	0.5205812	0.7666943	334.5241	250.9056	0.571416345976297	no	unbiased
Dcitr00g04640.1	106.11	96.27	104.78	76.4	76.82	72.72	106.11	76.4	-0.443707904319259	0.172203158392342	0.414050324278686	11259.3321	5836.96	0.658583278417429	no	unbiased
Dcitr00g04650.1	3.16	3.63	5.37	3.81	3.58	1.87	3.16	3.81	-0.413177834080883	0.336021648545481	0.614644757567865	9.9856	14.5161	0.407547231416596	no	unbiased
Dcitr00g04660.1	7.73	8.7	8.21	18.03	10.97	11.61	7.73	18.03	0.7180366	0.006806739	0.03700326	59.7529	325.0809	0.155269365632645	no	unbiased
Dcitr00g04680.1	14.6	20.06	12.67	15.58	21.28	24.4	14.6	15.58	0.3964633	0.2111299	0.4697074	213.16	242.7364	0.467562367239575	no	unbiased
Dcitr00g04740.1	36.51	29.54	34.6	31	28.77	36.31	36.51	31	-0.05677716	0.7523795	0.898554	1332.9801	961	0.581077447010111	no	unbiased
Dcitr00g04760.1	28.51	23.64	24.53	36.15	42.56	43.11	28.51	36.15	0.6793764	7.731453e-05	0.0006712857	812.8201	1306.8225	0.383470354860768	no	unbiased
Dcitr00g04780.1	45.69	48.69	47.61	37.91	35.65	44.57	45.69	37.91	-0.2571353	0.07708894	0.2453837	2087.5761	1437.1681	0.592263149195337	no	unbiased
Dcitr00g04790.1	51.5	31.7	46.3	69.43	52.79	49.33	51.5	69.43	0.4082708	0.1651318	0.4020108	2652.25	4820.5249	0.3549217038506	no	unbiased
Dcitr00g04810.1	53.56	42.54	39.01	38.94	31.88	32.31	53.56	38.94	-0.378950504689458	0.0491102022409349	0.176873685435938	2868.6736	1516.3236	0.654201922865538	no	unbiased
Dcitr00g04820.1	3.96	5.98	3.31	5.62	4.18	7.99	3.96	5.62	0.4622721	0.4398025	0.7056435	15.6816	31.5844	0.331773367748487	no	unbiased
Dcitr00g04840.1	10.52	6.7	7.64	11.3	10.49	8.32	10.52	11.3	0.2878027	0.2710499	0.5430407	110.6704	127.69	0.464298599935224	no	unbiased
Dcitr00g04860.1	73.45	39.62	46.3	33.03	41.95	30.55	73.45	33.03	-0.579161975981484	0.163197171680004	0.398944277668019	5394.9025	1090.9809	0.831791471921928	no	unbiased
Dcitr00g04940.1	24.74	20.94	23.25	36.48	29.65	35.2	24.74	36.48	0.5651309	0.0005932365	0.004308168	612.0676	1330.7904	0.31503465513177	no	unbiased
Dcitr00g04950.1	220.27	234	237.63	255.92	243.19	231.89	220.27	255.92	0.0849463	0.5069511	0.7571842	48518.8729	65495.0464	0.425552188696666	no	unbiased
Dcitr00g04960.1	1.49	1.33	2.53	6.52	3.22	3.74	1.49	6.52	1.354637	0.01264126	0.06181667	2.2201	42.5104	0.049632800885302	no	unbiased
Dcitr00g04970.1	2.54	3.26	0.96	5.24	1.62	1.04	2.54	5.24	0.1913059	0.7678296	0.9049604	6.4516	27.4576	0.190261050098498	no	unbiased
Dcitr00g05020.1	19.84	16.81	15.39	7.4	8.84	8.64	19.84	7.4	-1.04958169253986	0.000131158280167621	0.00109616526273424	393.6256	54.76	0.877872973619135	no	unbiased
Dcitr00g05040.1	0	0	0.96	41.52	43.14	35.74	0	41.52	7.068942	9.225716e-06	9.211614e-05	0	1723.9104	0	yes	male_limited
Dcitr00g05050.1	6.38	4.94	4.29	2.44	6.49	4.81	6.38	2.44	-0.1564917	0.7560122	0.8995216	40.7044	5.9536	0.872399159843971	no	unbiased
Dcitr00g05060.1	17.35	20.82	17.6	12.87	14.95	14.42	17.35	12.87	-0.39146003214922	0.0136715344746534	0.065817460963896	301.0225	165.6369	0.645058258764315	no	unbiased
Dcitr00g05100.1	42.55	19.09	26.78	11.47	25.93	30.52	42.55	11.47	-0.36196140979478	0.475506121244437	0.734840800742711	1810.5025	131.5609	0.932257154941492	no	unbiased
Dcitr00g05120.1	40.86	46.69	42	46.07	40.42	35.2	40.86	46.07	-0.09058769	0.6867983	0.8657383	1669.5396	2122.4449	0.440281230052496	no	unbiased
Dcitr00g05140.1	43.35	35.08	42.17	37.36	51.39	30.81	43.35	37.36	-0.002383822	0.9914874	0.9956458	1879.2225	1395.7696	0.573809781098403	no	unbiased
Dcitr00g05150.1	0.95	3.1	1.69	2.62	5.23	0.29	0.95	2.62	0.5051924	0.6347197	0.8366086	0.9025	6.8644	0.116198225804375	no	unbiased
Dcitr00g05160.1	0	0	0	56.48	56.54	39.57	0	56.48	9.762104	5.204198e-16	1.794147e-14	0	3189.9904	0	yes	male_limited
Dcitr00g05180.1	1.55	1.57	1.24	1.66	2	2.13	1.55	1.66	0.4241152	0.2911387	0.5659967	2.4025	2.7556	0.465772280490878	no	unbiased
Dcitr00g05190.1	13.03	11.14	12.35	10.44	13.74	10.22	13.03	10.44	-0.07705905	0.7057308	0.8758398	169.7809	108.9936	0.609025933146683	no	unbiased
Dcitr00g05200.1	224.2	240.45	205.27	222.63	130.47	156.86	224.2	222.63	-0.390289218475982	0.044835815738375	0.165612294383623	50265.64	49564.1169	0.503513597156721	no	unbiased
Dcitr00g05290.1	1.13	1.4	2.49	1.2	0.65	1.44	1.13	1.2	-0.581927353090598	0.357270593045746	0.635073808406008	1.2769	1.44	0.469984173138503	no	unbiased
Dcitr00g05300.1	19.23	22.77	22.5	23.13	12.9	23.98	19.23	23.13	-0.1013011	0.813522	0.9254724	369.7929	534.9969	0.408705867373836	no	unbiased
Dcitr00g05310.1	49.82	42.92	40.71	30.87	33.94	41.25	49.82	30.87	-0.316841678444377	0.0884214490859613	0.267341836461131	2482.0324	952.9569	0.722573546298965	no	unbiased
Dcitr00g05320.1	87.01	91.93	72.7	79.39	87.62	74.53	87.01	79.39	-0.05161012	0.7333699	0.8902016	7570.7401	6302.7721	0.545697440623579	no	unbiased
Dcitr00g05390.1	6.31	6.53	5.15	11.77	9.55	5.2	6.31	11.77	0.5345202	0.2894233	0.564527	39.8161	138.5329	0.223248238005259	no	unbiased
Dcitr00g05510.1	10.65	14.94	24.18	30.11	30.22	25.24	10.65	30.11	0.7850749	0.07967795	0.250731	113.4225	906.6121	0.111194757511167	no	unbiased
Dcitr00g05570.1	35.9	28.97	31.4	26.37	34.76	37.55	35.9	26.37	0.05339271	0.8360413	0.9346269	1288.81	695.3769	0.649540625432009	no	unbiased
Dcitr00g05580.1	423.13	461.89	401.69	412.48	370.76	340.17	423.13	412.48	-0.1887233	0.1234784	0.3347511	179038.9969	170139.7504	0.512743110181838	no	unbiased
Dcitr00g05590.1	85.33	83.66	78.44	77.72	86.93	76.37	85.33	77.72	-0.02919227	0.8184957	0.9277506	7281.2089	6040.3984	0.546571351041101	no	unbiased
Dcitr00g05660.1	3.91	10.29	7.17	4.46	7.77	9.16	3.91	4.46	0.001223522	0.9982718	0.9990397	15.2881	19.8916	0.434571642168637	no	unbiased
Dcitr00g05670.1	19.32	13.93	18.82	10.82	13.95	14.6	19.32	10.82	-0.382014846312386	0.245152561969358	0.511942253928069	373.2624	117.0724	0.761239871206368	no	unbiased
Dcitr00g05680.1	9.58	7.01	7.16	6.9	3.16	9.98	9.58	6.9	-0.2238908	0.6385811	0.8389362	91.7764	47.61	0.658431525600776	no	unbiased
Dcitr00g05700.1	14.85	11.09	10.97	13.99	14.87	14.17	14.85	13.99	0.2332367	0.3339133	0.6129564	220.5225	195.7201	0.529793202329603	no	unbiased
Dcitr00g05720.1	27.14	22.29	21.24	19.43	18.12	17.04	27.14	19.43	-0.361784872182849	0.0605186615464495	0.206739713351496	736.5796	377.5249	0.661140494450925	no	unbiased
Dcitr00g05730.1	9.3	9.56	12.19	6.25	8.26	5.94	9.3	6.25	-0.599949862828095	0.0171238053657356	0.0793590546654757	86.49	39.0625	0.688875171740905	no	unbiased
Dcitr00g05740.1	7.24	7.64	4.04	6.54	4.37	8.12	7.24	6.54	0.03185985	0.9417824	0.9767245	52.4176	42.7716	0.550667512701021	no	unbiased
Dcitr00g05750.1	3.2	4.48	2.68	3.78	2.22	2.41	3.2	3.78	-0.312310539311588	0.461199830319154	0.722669189688595	10.24	14.2884	0.41747525317591	no	unbiased
Dcitr00g05760.1	0	10.58	5.84	0	12.72	2.68	0	0	-0.1172932	0.962087	0.9862535	0	0	NA	no	unbiased
Dcitr00g05780.1	10.65	4.64	1.36	4.37	9.51	7.11	10.65	4.37	0.3676065	0.5943881	0.8143078	113.4225	19.0969	0.85589355218934	no	unbiased
Dcitr00g05840.1	10.45	7.53	5.99	11.19	6.52	10.32	10.45	11.19	0.2419278	0.3959993	0.6683725	109.2025	125.2161	0.46584400725881	no	unbiased
Dcitr00g05850.1	12.37	10.47	11.79	24.34	18.45	25.46	12.37	24.34	1.003174	0.001130416	0.00772222	153.0169	592.4356	0.205267136403728	no	unbiased
Dcitr00g05870.1	1.78	9.98	7.61	6.64	7.66	6.87	1.78	6.64	0.1355723	0.7909747	0.9165796	3.1684	44.0896	0.0670447331668712	no	unbiased
Dcitr00g05880.1	9.62	9.25	4.65	7.51	17.31	5.27	9.62	7.51	0.3790756	0.4585356	0.7213126	92.5444	56.4001	0.62133479248982	no	unbiased
Dcitr00g05890.1	4.22	5.91	4.85	1.96	4.34	3.05	4.22	1.96	-0.664904822385575	0.121804332069811	0.331807191685343	17.8084	3.8416	0.822558891454965	no	unbiased
Dcitr00g05900.1	10.05	3.72	8.21	9.4	5.43	9.5	10.05	9.4	0.1615754	0.7323114	0.8897422	101.0025	88.36	0.533381741369067	no	unbiased
Dcitr00g05910.1	4.33	2.31	4.69	2.1	3.52	5.53	4.33	2.1	0.009799439	0.9850221	0.9930384	18.7489	4.41	0.809576447931465	no	unbiased
Dcitr00g05920.1	78.04	65.36	69.15	85.82	92.37	87.52	78.04	85.82	0.3329649	0.04899936	0.1766796	6090.2416	7365.0724	0.452627237090119	no	unbiased
Dcitr00g05940.1	32.51	38.38	40.66	33.32	53.97	55.59	32.51	33.32	0.3677297	0.1092031	0.3087993	1056.9001	1110.2224	0.487697442115063	no	unbiased
Dcitr00g05950.1	16.27	13.93	9.01	11.32	15.53	14.6	16.27	11.32	0.09238041	0.740542	0.8931843	264.7129	128.1424	0.67381781536357	no	unbiased
Dcitr00g05970.1	8.38	8.19	5.63	5.53	5.11	2.85	8.38	5.53	-0.728686263017267	0.18264461033338	0.429399935375559	70.2244	30.5809	0.696634006346889	no	unbiased
Dcitr00g06020.1	43.5	31.76	22.29	24.06	29.57	27.09	43.5	24.06	-0.2562988	0.3152855	0.5933296	1892.25	578.8836	0.765741682278935	no	unbiased
Dcitr00g06040.1	3.4	5.95	2.66	5.1	3.82	2.64	3.4	5.1	-0.08138589	0.8440524	0.9379956	11.56	26.01	0.307692307692308	no	unbiased
Dcitr00g06090.1	2.22	6.1	2.29	8.01	9.63	2.94	2.22	8.01	0.9144923	0.1234109	0.3347511	4.9284	64.1601	0.0713345925877679	no	unbiased
Dcitr00g06110.1	31.58	38.52	28.88	36.48	52.14	42.65	31.58	36.48	0.4090706	0.1038119	0.297214	997.2964	1330.7904	0.428375952305558	no	unbiased
Dcitr00g06120.1	40.53	39.51	40.31	34.59	35.9	27.9	40.53	34.59	-0.2802974	0.149231	0.3785216	1642.6809	1196.4681	0.578582138521085	no	unbiased
Dcitr00g06210.1	15.15	23.78	19.78	22.62	13.14	15.87	15.15	22.62	-0.1938154	0.5561054	0.7910474	229.5225	511.6644	0.309668856802515	no	unbiased
Dcitr00g06250.1	21.95	24.95	29.84	32.9	30.03	24.94	21.95	32.9	0.2005199	0.3307352	0.6096471	481.8025	1082.41	0.308016014448165	no	unbiased
Dcitr00g06290.1	4.45	5.42	4.58	7.02	3.38	5.75	4.45	7.02	0.1571174	0.6964149	0.8709631	19.8025	49.2804	0.286648360158592	no	unbiased
Dcitr00g06300.1	33.29	35.14	35.58	39.74	29.51	31.73	33.29	39.74	-0.03901653	0.8147568	0.9259176	1108.2241	1579.2676	0.412363729346587	no	unbiased
Dcitr00g06310.1	7.65	5.77	5.98	12.21	11.66	12.53	7.65	12.21	0.921033	4.743869e-05	0.0004250986	58.5225	149.0841	0.281891327154339	no	unbiased
Dcitr00g06320.1	38.67	30.57	21.21	45.27	39.12	42.99	38.67	45.27	0.5033388	0.158513	0.391173	1495.3689	2049.3729	0.421855521324571	no	unbiased
Dcitr00g06350.1	41.76	44.7	42.49	24.98	34.46	40.24	41.76	24.98	-0.357768004322194	0.128247410920089	0.343793226920171	1743.8976	624.0004	0.736474966404803	no	unbiased
Dcitr00g06370.1	34.52	30.74	35.24	32.44	30.73	38.48	34.52	32.44	0.02655272	0.8806465	0.9515455	1191.6304	1052.3536	0.53103337635206	no	unbiased
Dcitr00g06390.1	13.61	17.1	13.21	11.08	14.53	8.34	13.61	11.08	-0.374526945790259	0.484933546385357	0.741434731465348	185.2321	122.7664	0.601405851002521	no	unbiased
Dcitr00g06450.1	39.45	32.87	29.21	38.93	32.84	36.13	39.45	38.93	0.09477655	0.6534243	0.847708	1556.3025	1515.5449	0.506634053501486	no	unbiased
Dcitr00g06460.1	113.48	127.82	98.89	90.12	93.86	84.98	113.48	90.12	-0.332478864588029	0.0283646545855491	0.116722058375746	12877.7104	8121.6144	0.613244022017317	no	unbiased
Dcitr00g06470.1	22.29	27.86	26.23	26.27	21.98	25.7	22.29	26.27	-0.04209602	0.8454156	0.9383418	496.8441	690.1129	0.418586435734403	no	unbiased
Dcitr00g06490.1	42.84	45.56	50.94	47.32	40.96	40.1	42.84	47.32	-0.1144785	0.4919973	0.7466346	1835.2656	2239.1824	0.45043294208197	no	unbiased
Dcitr00g06540.1	50.34	55.05	42.71	58.06	61.29	53.83	50.34	58.06	0.2318731	0.1911509	0.4415362	2534.1156	3370.9636	0.42914167857393	no	unbiased
Dcitr00g06550.1	6.57	9.8	7.33	9.55	8.69	6.61	6.57	9.55	0.06798428	0.8371825	0.9349655	43.1649	91.2025	0.321245331829	no	unbiased
Dcitr00g06560.1	0	0	0	25.34	28.05	24.71	0	25.34	9.587331	1.579037e-15	5.050882e-14	0	642.1156	0	yes	male_limited
Dcitr00g06570.1	11.42	5.24	5.82	14.94	14.64	14.02	11.42	14.94	0.9715392	0.002241936	0.01418179	130.4164	223.2036	0.368803800690006	no	unbiased
Dcitr00g06580.1	1356.81	1171.91	1215.52	1003.27	1141.63	892.92	1356.81	1003.27	-0.293094855817241	0.0212000387979811	0.0939020990441626	1840933.3761	1006550.6929	0.646512265386093	no	unbiased
Dcitr00g06600.1	84.74	61.13	82.37	79.36	65.61	53.62	84.74	79.36	-0.1935536	0.3773021	0.6517323	7180.8676	6298.0096	0.532749686301764	no	unbiased
Dcitr00g06620.1	28.5	28.11	35.85	24.56	28.68	22.46	28.5	24.56	-0.28494711810566	0.327344787849628	0.606279087002199	812.25	603.1936	0.573848368101703	no	unbiased
Dcitr00g06630.1	36.19	31.46	26.46	21.22	30.63	35.35	36.19	21.22	-0.08919777	0.7026379	0.8748523	1309.7161	450.2884	0.744154972331037	no	unbiased
Dcitr00g06640.1	2.1	2.06	2.78	4.93	2.33	1.35	2.1	4.93	0.2984444	0.5836467	0.8075903	4.41	24.3049	0.153578804035536	no	unbiased
Dcitr00g06650.1	158.35	152.95	172.17	164.06	190.57	155.98	158.35	164.06	0.08548825	0.5407539	0.7808373	25074.7225	26915.6836	0.482295184457118	no	unbiased
Dcitr00g06660.1	2.66	6.58	4.31	5.21	4.97	4.64	2.66	5.21	0.1200286	0.7970082	0.9189584	7.0756	27.1441	0.206769784656207	no	unbiased
Dcitr00g06670.1	1.19	0	0	2.25	17.62	0	1.19	2.25	4.108343	0.2243196	0.4873398	1.4161	5.0625	0.218581174945204	no	unbiased
Dcitr00g06680.1	60.57	53.08	66.69	58.31	17.62	40.65	60.57	58.31	-0.632007913283014	0.194555813547647	0.446080214657279	3668.7249	3400.0561	0.519003898974943	no	unbiased
Dcitr00g06710.1	2.2	1.88	0.85	1.48	3.05	1.34	2.2	1.48	0.3061902	0.6399953	0.8395979	4.84	2.1904	0.688438780154757	no	unbiased
Dcitr00g06740.1	4.45	7.35	5.39	15.35	12.28	13.53	4.45	15.35	1.251247	1.914641e-06	2.080789e-05	19.8025	235.6225	0.0775276499951062	no	unbiased
Dcitr00g06750.1	5.35	3.89	10.14	20.09	20.72	18.01	5.35	20.09	1.61304	1.49056e-05	0.00014374	28.6225	403.6081	0.06622043881206	yes	male_biased
Dcitr00g06810.1	42.76	44.35	52.59	45.85	37.85	58.16	42.76	45.85	0.02982588	0.8680393	0.9466958	1828.4176	2102.2225	0.4651704438674	no	unbiased
Dcitr00g06840.1	0.21	0	0.87	71.92	80.76	72.58	0.21	71.92	7.813265	1.292295e-31	1.822576e-29	0.0441	5172.4864	8.52580762936052e-06	yes	male_biased
Dcitr00g06860.1	7.77	6.47	3.89	7.43	4	6.74	7.77	7.43	0.01952334	0.9648113	0.9867551	60.3729	55.2049	0.52235723469386	no	unbiased
Dcitr00g06870.1	17.08	12.89	19.56	23	17.92	17.14	17.08	23	0.2348707	0.3570637	0.6348878	291.7264	529	0.355449026618371	no	unbiased
Dcitr00g06960.1	7.95	9.59	11.97	7.58	10.15	8.41	7.95	7.58	-0.1676107	0.5555981	0.7908679	63.2025	57.4564	0.523811339238133	no	unbiased
Dcitr00g06970.1	10.06	19.92	13.28	17.66	14.09	20.3	10.06	17.66	0.2657595	0.3746608	0.649352	101.2036	311.8756	0.244998053642013	no	unbiased
Dcitr00g06980.1	11.77	15.19	11.61	12.64	10.64	16.98	11.77	12.64	0.0709782	0.8192252	0.9282757	138.5329	159.7696	0.464404086455863	no	unbiased
Dcitr00g06990.1	98.26	86.26	94.54	81.59	72.5	72.37	98.26	81.59	-0.293570900346727	0.0219524179606072	0.0962942420322038	9655.0276	6656.9281	0.591898836507998	no	unbiased
Dcitr00g07000.1	6.81	4.03	5.42	5.59	6.16	6.08	6.81	5.59	0.1816519	0.6559885	0.8493087	46.3761	31.2481	0.597443838390605	no	unbiased
Dcitr00g07010.1	47.17	28.66	32.19	33.55	29.69	26.81	47.17	33.55	-0.2527193	0.2947294	0.5697654	2225.0089	1125.6025	0.664060565185208	no	unbiased
Dcitr00g07020.1	107.01	90.76	103.04	90.24	91.36	109.36	107.01	90.24	-0.03428395	0.8597382	0.9432031	11451.1401	8143.2576	0.584408884382295	no	unbiased
Dcitr00g07030.1	4.27	3.23	4.39	15.19	14.32	15.13	4.27	15.19	1.92495	4.5326e-11	8.105777e-10	18.2329	230.7361	0.0732336154300335	yes	male_biased
Dcitr00g07080.1	2.99	2.08	1.91	1.79	2.16	1.96	2.99	1.79	-0.2454035	0.5922315	0.8134335	8.9401	3.2041	0.736162118542185	no	unbiased
Dcitr00g07090.1	19.73	19.01	20.08	21.72	23.87	22.48	19.73	21.72	0.2195882	0.2053707	0.4618329	389.2729	471.7584	0.452100754060857	no	unbiased
Dcitr00g07100.1	0	0	0	6.04	4.62	6.66	0	6.04	6.747936	3.266331e-07	3.835235e-06	0	36.4816	0	yes	male_limited
Dcitr00g07120.1	37.28	33.61	36.44	46.04	48.72	41.36	37.28	46.04	0.3504263	0.08849505	0.267351	1389.7984	2119.6816	0.396012628651538	no	unbiased
Dcitr00g07130.1	12.55	10.2	12.58	9.29	10.54	9.92	12.55	9.29	-0.2330753	0.3824046	0.6567072	157.5025	86.3041	0.646014094778402	no	unbiased
Dcitr00g07150.1	8	8.52	12.7	7.49	6.85	8.07	8	7.49	-0.381795992452669	0.318479737138958	0.595907133669773	64	56.1001	0.532888815246615	no	unbiased
Dcitr00g07160.1	0	0	0	19.62	27.89	11.17	0	19.62	7.533247	4.026596e-09	5.817705e-08	0	384.9444	0	yes	male_limited
Dcitr00g07200.1	5.28	2.37	4.17	6.14	3.5	3.98	5.28	6.14	0.214355	0.7032257	0.8748523	27.8784	37.6996	0.425118179877398	no	unbiased
Dcitr00g07210.1	4.68	3.73	4.01	1.56	4.85	6.13	4.68	1.56	0.01313509	0.9810347	0.9921599	21.9024	2.4336	0.9	no	unbiased
Dcitr00g07270.1	6.69	8.45	6.07	21.11	22.92	18.81	6.69	21.11	1.574038	3.14702e-09	4.594213e-08	44.7561	445.6321	0.0912666740349788	yes	male_biased
Dcitr00g07360.1	54.22	29.31	44.35	31.51	25.15	30.79	54.22	31.51	-0.535461857398937	0.0126626593159206	0.0618725451849961	2939.8084	992.8801	0.747531466069586	no	unbiased
Dcitr00g07410.1	0	0	0	26	42.13	27.28	0	26	9.349141	1.40203e-14	4.037262e-13	0	676	0	yes	male_limited
Dcitr00g07440.1	6.33	4.93	7.64	0.95	5.42	4.78	6.33	0.95	-0.676875992515941	0.237786082372159	0.502924858268724	40.0689	0.9025	0.977972439311325	no	unbiased
Dcitr00g07480.1	43.57	25.06	19.54	24.03	27.21	24.99	43.57	24.03	-0.1902762	0.5304384	0.7745024	1898.3449	577.4409	0.766764596517195	no	unbiased
Dcitr00g07520.1	3.61	3.06	3.1	4.42	4.27	4.03	3.61	4.42	0.3930141	0.3070719	0.5828214	13.0321	19.5364	0.400144311220965	no	unbiased
Dcitr00g07540.1	10.29	8.79	9.88	8.07	6.83	10.95	10.29	8.07	-0.1504203	0.6099955	0.8232663	105.8841	65.1249	0.619172675122362	no	unbiased
Dcitr00g07560.1	41.45	41.77	27.91	26.55	30.29	21.68	41.45	26.55	-0.493900309026888	0.0133713528104824	0.0645475922718387	1718.1025	704.9025	0.709079221875316	no	unbiased
